filename,cgpa,academic_year,internship_count,legal_research,moot_court,tier_firm,publications,company_law,contract_law,hire_decision
candidate_072.pdf,7.800094197032552,5,1,1,1,0,0,1,1,1
candidate_073.pdf,7.535051699721978,4,3,1,1,0,1,1,1,1
candidate_074.pdf,8.535674568646305,5,1,1,1,0,1,1,0,1
candidate_075.pdf,6.406281759196754,3,3,0,0,0,1,1,1,0
candidate_076.pdf,9.219881724388177,3,0,1,0,0,1,1,1,1
candidate_077.pdf,8.549526213496831,5,0,1,0,0,1,1,0,1
candidate_078.pdf,8.543250610933606,4,0,1,0,1,2,1,1,1
candidate_079.pdf,9.229104675389648,4,0,1,1,1,0,1,0,1
candidate_080.pdf,7.357859981584084,4,2,0,0,1,0,1,1,0
candidate_081.pdf,6.131298369433521,5,1,1,1,0,2,1,0,0
candidate_082.pdf,5.100161063803029,5,0,1,0,0,0,1,1,0
candidate_083.pdf,6.223988877404768,5,0,0,1,1,0,1,1,0
candidate_084.pdf,6.601239273829726,4,3,0,0,0,1,1,1,0
candidate_085.pdf,5.61872561634255,3,1,1,0,0,0,1,1,0
candidate_086.pdf,5.0,5,1,1,0,0,0,1,0,0
candidate_087.pdf,8.979124649435386,5,3,1,1,0,0,1,0,1
candidate_088.pdf,5.901202696381191,4,1,1,0,0,3,1,1,0
candidate_089.pdf,9.57255606605014,3,3,1,0,0,0,1,0,1
candidate_090.pdf,6.912320297229724,3,2,1,0,1,0,1,1,0
candidate_091.pdf,7.206262606661003,4,2,1,0,0,0,1,0,0
candidate_092.pdf,5.666754793503657,5,0,0,1,1,2,1,1,0
candidate_093.pdf,7.770432272235992,5,3,1,0,1,0,1,1,1
candidate_094.pdf,7.07670807750404,5,1,1,0,1,1,1,1,0
candidate_095.pdf,8.75373134583132,5,2,1,0,1,0,1,1,1
candidate_096.pdf,7.593955114026089,5,1,1,0,1,0,1,1,1
candidate_097.pdf,7.941013313997893,5,0,0,1,1,0,1,1,1
candidate_098.pdf,5.623702136621494,3,2,0,1,1,1,1,1,0
candidate_099.pdf,8.259058133496914,5,2,0,0,0,0,1,1,1
candidate_100.pdf,7.900417690219258,3,1,1,0,1,0,1,1,1
candidate_101.pdf,6.877926653307078,5,3,1,1,0,0,1,1,0
candidate_102.pdf,7.172732299567233,3,3,0,0,1,0,1,1,0
candidate_103.pdf,8.912760870205116,5,1,0,0,0,1,1,0,1
candidate_104.pdf,7.124161644765974,3,2,0,0,0,0,1,1,0
candidate_105.pdf,6.030240200071257,5,2,1,1,0,0,1,1,0
candidate_106.pdf,6.90755189125848,4,2,0,1,1,2,1,1,0
candidate_107.pdf,6.426805522523847,3,3,0,1,0,1,1,1,0
candidate_108.pdf,8.616172456294136,5,0,1,1,1,0,1,0,1
candidate_109.pdf,8.788327820973791,5,1,0,0,0,2,1,1,1
candidate_110.pdf,7.660811733501923,5,2,1,1,0,1,1,1,1
candidate_111.pdf,8.110461182335264,5,1,1,1,1,0,1,0,1
candidate_112.pdf,8.104105133616596,5,1,0,1,0,0,1,0,1
candidate_113.pdf,6.318364381628805,3,2,1,0,0,0,1,1,0
candidate_114.pdf,9.830255151125836,4,0,0,1,0,0,1,0,1
candidate_115.pdf,7.489372575006053,3,1,0,0,1,0,1,1,0
candidate_116.pdf,6.961777518988617,4,0,1,1,0,1,1,1,0
candidate_117.pdf,8.738553120041505,5,3,1,0,0,1,1,0,1
candidate_118.pdf,6.996095167457998,5,1,0,0,0,0,1,1,0
candidate_119.pdf,8.15503871451805,5,3,1,1,0,1,1,1,1
candidate_120.pdf,8.39156432235903,4,1,1,0,1,1,1,0,1
candidate_121.pdf,8.409865191495834,4,2,1,1,0,2,1,0,1
candidate_122.pdf,7.943727690234769,5,0,1,1,1,0,1,0,1
candidate_123.pdf,5.0,5,1,1,0,0,0,1,0,0
candidate_124.pdf,7.614639820316315,5,3,0,0,1,0,1,1,1
candidate_125.pdf,6.79689203028337,4,4,0,0,1,0,1,1,0
candidate_126.pdf,7.091286881692193,5,3,1,0,1,2,1,1,0
candidate_127.pdf,7.151229208439279,4,1,0,1,1,0,1,0,0
candidate_128.pdf,7.741935821623518,5,4,1,1,0,0,1,1,1
candidate_129.pdf,6.62721957145002,5,3,0,1,0,0,1,1,0
candidate_130.pdf,6.569546418079539,5,1,0,1,1,1,1,0,0
candidate_131.pdf,7.750507844249354,5,3,1,1,1,0,1,0,1
candidate_132.pdf,7.543187805834675,4,1,1,1,1,0,1,0,1
candidate_133.pdf,6.347018378908982,5,1,0,1,1,2,1,1,0
candidate_134.pdf,7.067319893798349,5,0,0,1,1,0,1,0,0
candidate_135.pdf,7.617993460248555,5,4,0,0,1,2,1,1,1
candidate_136.pdf,7.397231687232123,5,1,1,1,0,1,1,1,0
candidate_137.pdf,7.498601214728332,5,1,1,1,1,0,1,1,0
candidate_138.pdf,7.936578999898732,5,3,0,1,0,1,1,0,1
candidate_139.pdf,8.82382529978241,3,3,0,1,0,0,1,0,1
candidate_140.pdf,8.380085480309171,5,3,1,1,1,0,1,1,1
candidate_141.pdf,6.9113677618975755,5,4,0,1,0,0,1,0,0
candidate_142.pdf,5.947641152218307,5,2,0,1,1,0,1,1,0
candidate_143.pdf,9.641027983764468,5,2,1,1,1,1,1,0,1
candidate_144.pdf,6.984141505892742,5,1,1,1,0,2,1,0,0
candidate_145.pdf,9.261841254069132,4,3,1,1,1,1,1,1,1
candidate_146.pdf,6.829293022812741,3,2,1,0,0,0,1,0,0
candidate_147.pdf,9.449078880688957,5,2,1,1,1,0,1,0,1
candidate_148.pdf,8.772687750336859,3,1,0,1,0,0,1,0,1
candidate_149.pdf,8.142426965732794,5,1,1,1,1,1,1,0,1
candidate_150.pdf,6.49985068790225,3,0,1,1,0,1,1,0,0
candidate_151.pdf,8.372569552770495,5,1,1,0,0,2,1,1,1
candidate_152.pdf,8.477274701624344,5,2,0,0,0,0,1,1,1
candidate_153.pdf,8.95645037070194,5,2,1,0,1,0,1,1,1
candidate_154.pdf,7.756212773724237,5,0,1,0,0,1,1,1,1
candidate_155.pdf,9.254532073762268,3,3,1,1,0,1,1,0,1
candidate_156.pdf,8.048547763305208,4,2,1,0,0,1,1,1,1
candidate_157.pdf,7.990133514015345,5,4,0,1,0,0,1,0,1
candidate_158.pdf,7.99974124731429,5,0,1,0,0,0,1,1,1
candidate_159.pdf,7.0219501620700395,4,1,1,0,0,0,1,0,0
candidate_160.pdf,6.862648890378348,4,0,0,0,0,2,1,0,0
candidate_161.pdf,7.5989903161212125,5,0,1,0,1,0,1,1,1
candidate_162.pdf,7.1542489741590005,4,2,1,1,0,0,1,1,0
candidate_163.pdf,5.282421384967927,3,0,1,0,0,0,1,1,0
candidate_164.pdf,8.334536176351127,4,4,1,1,0,0,1,1,1
candidate_165.pdf,5.36923017055303,3,3,1,0,0,0,1,0,0
candidate_166.pdf,7.007016710257391,4,4,0,0,1,0,1,1,0
candidate_167.pdf,8.740325172898078,5,2,1,0,1,0,1,1,1
candidate_168.pdf,7.923152434234824,4,3,1,0,0,2,1,0,1
candidate_169.pdf,6.044178677493517,4,1,0,1,0,0,1,0,0
candidate_170.pdf,9.38861450771322,5,1,1,1,0,0,1,0,1
candidate_171.pdf,5.0,4,1,1,0,0,0,1,0,0
candidate_172.pdf,7.74825680480591,4,0,1,0,0,0,1,1,1
candidate_173.pdf,8.403969675541763,5,1,0,0,0,1,1,0,1
candidate_174.pdf,5.772231781615192,4,2,0,1,1,2,1,1,0
candidate_175.pdf,7.961415966350768,3,1,1,1,0,0,1,1,1
candidate_176.pdf,9.019773774901527,5,1,1,0,0,0,1,0,1
candidate_177.pdf,7.976631665683981,4,2,0,0,0,2,1,0,1
candidate_178.pdf,7.135711711057485,5,2,0,1,0,1,1,1,0
candidate_179.pdf,5.0,4,2,1,0,0,1,1,0,0
candidate_180.pdf,6.321035030428159,5,0,0,0,0,1,1,1,0
candidate_181.pdf,7.25996463523492,4,4,0,0,1,0,1,1,0
candidate_182.pdf,9.215753067686109,3,0,0,1,0,1,1,0,1
candidate_183.pdf,9.305751840328197,4,3,1,0,1,0,1,1,1
candidate_184.pdf,7.65408701949837,3,3,1,1,1,1,1,0,1
candidate_185.pdf,7.806506476044828,4,2,1,0,1,0,1,0,1
candidate_186.pdf,7.6246013251223825,4,1,1,0,1,0,1,1,1
candidate_187.pdf,9.382036789730797,5,3,1,1,0,0,1,0,1
candidate_188.pdf,6.658095267345417,5,2,1,0,0,1,1,0,0
candidate_189.pdf,8.598546405476313,4,0,0,0,0,0,1,0,1
candidate_190.pdf,6.76200373028691,5,2,0,0,1,2,1,1,0
candidate_191.pdf,6.103268461113496,5,4,0,1,1,0,1,0,0
candidate_192.pdf,7.041056992945021,3,3,1,0,1,3,1,1,0
candidate_193.pdf,7.175353699171536,4,3,0,1,0,0,1,0,0
candidate_194.pdf,8.552389276710477,5,4,0,1,1,1,1,1,1
candidate_195.pdf,8.082862328960573,4,1,0,1,0,2,1,0,1
candidate_196.pdf,8.11441367665092,5,2,1,0,1,1,1,0,1
candidate_197.pdf,6.904354131262427,4,3,1,1,1,0,1,0,0
candidate_198.pdf,7.153275416126017,4,1,1,0,1,0,1,1,0
candidate_199.pdf,8.397759325145175,4,1,0,0,0,0,1,0,1
candidate_200.pdf,6.7568234832491765,4,0,0,1,1,2,1,1,0
candidate_201.pdf,7.48774690805474,5,1,0,1,0,0,1,0,0
candidate_202.pdf,7.21776992416677,5,2,1,1,0,0,1,1,0
candidate_203.pdf,8.067959805365165,5,3,1,1,1,1,1,1,1
candidate_204.pdf,6.2733531774714235,3,3,1,1,1,0,1,0,0
candidate_205.pdf,7.024370602275953,5,3,0,1,0,0,1,1,0
candidate_206.pdf,6.452031801479693,4,3,1,0,0,0,1,1,0
candidate_207.pdf,6.950956824447768,4,0,1,1,1,0,1,1,0
candidate_208.pdf,8.88258730891121,4,0,1,0,0,0,1,1,1
candidate_209.pdf,7.966661673710063,5,1,0,0,0,1,1,1,1
candidate_210.pdf,9.076679657122824,3,2,0,1,1,0,1,1,1
candidate_211.pdf,7.539439460386901,5,0,1,0,1,1,1,1,1
candidate_212.pdf,6.031376698536469,5,2,0,1,0,1,1,0,0
candidate_213.pdf,8.699568977738297,5,3,1,1,0,0,1,0,1
candidate_214.pdf,9.494631173246331,5,1,0,1,0,0,1,1,1
candidate_215.pdf,6.318387936809346,5,3,0,0,0,0,1,0,0
candidate_216.pdf,7.2223999217905375,4,3,0,0,0,2,1,0,0
candidate_217.pdf,5.3477772710951985,4,2,0,1,1,1,1,1,0
candidate_218.pdf,8.066353256406162,5,3,0,0,1,1,1,0,1
candidate_219.pdf,8.820071938685777,3,1,1,1,0,1,1,0,1
candidate_220.pdf,8.36877680054626,5,2,0,1,0,2,1,0,1
candidate_221.pdf,5.276245687504848,5,2,1,0,0,1,1,0,0
candidate_222.pdf,6.445496490534382,5,4,1,1,1,0,1,0,0
candidate_223.pdf,8.365394765561689,3,2,1,0,0,1,1,0,1
candidate_224.pdf,6.538734144427722,5,1,0,0,0,0,1,0,0
candidate_225.pdf,5.0,5,1,1,0,0,1,1,0,0
candidate_226.pdf,8.108492364431191,5,1,1,1,0,1,1,0,1
candidate_227.pdf,8.668310233113733,3,4,1,0,1,1,1,1,1
candidate_228.pdf,8.33834829200338,5,1,1,0,1,1,1,1,1
candidate_229.pdf,8.837713167527632,5,1,1,0,1,0,1,1,1
candidate_230.pdf,7.253451950667294,5,0,1,0,1,0,1,1,0
candidate_231.pdf,8.34456462221938,5,2,1,0,0,1,1,1,1
candidate_232.pdf,9.458399200595863,3,1,1,0,1,0,1,1,1
candidate_233.pdf,8.075997571389852,4,2,1,0,1,0,1,0,1
candidate_234.pdf,7.8097987869923875,4,1,1,0,0,0,1,0,1
candidate_235.pdf,7.819631565801865,3,2,1,1,1,0,1,1,1
candidate_236.pdf,7.926765703435487,5,2,1,1,1,0,1,1,1
candidate_237.pdf,6.594002882427993,5,3,0,0,0,1,1,0,0
candidate_238.pdf,5.550826971451923,4,2,0,1,1,0,1,0,0
candidate_239.pdf,8.118894963602987,5,2,1,1,0,1,1,1,1
candidate_240.pdf,7.507189352418771,5,0,1,0,1,0,1,1,1
candidate_241.pdf,7.542341749924367,5,0,0,1,1,0,1,0,1
candidate_242.pdf,8.167836444983477,5,3,1,0,0,1,1,0,1
candidate_243.pdf,8.012733645309622,3,2,1,1,0,1,1,0,1
candidate_244.pdf,7.948611485257384,5,1,1,1,1,0,1,1,1
candidate_245.pdf,5.742737641270936,3,2,0,1,1,2,1,1,0
candidate_246.pdf,5.927771065806288,4,3,1,0,0,0,1,0,0
candidate_247.pdf,6.809016789349954,5,0,0,1,1,1,1,0,0
candidate_248.pdf,8.239224004504756,5,1,0,0,0,0,1,0,1
candidate_249.pdf,8.226746912765341,3,1,1,0,0,1,1,1,1
candidate_250.pdf,5.613087238187781,5,3,1,0,0,1,1,0,0
candidate_251.pdf,7.62655712302418,4,4,0,0,0,1,1,1,1
candidate_252.pdf,7.681806689624211,5,3,0,0,0,0,1,0,1
candidate_253.pdf,8.579469816205059,3,1,1,0,1,0,1,0,1
candidate_254.pdf,8.11703688183907,4,1,1,0,0,0,1,1,1
candidate_255.pdf,5.0,4,2,1,0,0,1,1,1,0
candidate_256.pdf,6.269969495682365,4,0,0,1,1,2,1,1,0
candidate_257.pdf,7.749801595545811,5,3,1,0,0,4,1,0,1
candidate_258.pdf,8.359514666924177,3,3,1,1,0,0,1,1,1
candidate_259.pdf,7.374638273964809,5,2,0,0,0,0,1,0,0
candidate_260.pdf,7.895013094578765,5,3,1,0,1,1,1,0,1
candidate_261.pdf,6.4866156347184125,3,2,1,1,0,1,1,1,0
candidate_262.pdf,9.037196315474636,5,3,1,0,1,0,1,1,1
candidate_263.pdf,8.467541323372235,4,2,1,0,1,1,1,0,1
candidate_264.pdf,6.839429548811823,5,1,0,0,0,1,1,1,0
candidate_265.pdf,6.200812439372466,5,0,0,0,0,0,1,1,0
candidate_266.pdf,8.200229546720255,4,2,1,0,0,0,1,0,1
candidate_267.pdf,6.796345019091875,4,3,1,0,0,0,1,1,0
candidate_268.pdf,6.44518751958234,4,4,1,0,0,1,1,1,0
candidate_269.pdf,6.735823318062388,3,4,1,1,0,2,1,1,0
candidate_270.pdf,6.070542482536178,3,2,1,1,0,0,1,1,0
candidate_271.pdf,5.335095762368798,4,1,1,0,0,0,1,0,0
candidate_272.pdf,5.05707331199108,5,0,1,0,0,1,1,1,0
candidate_273.pdf,6.974274981865692,5,4,0,1,1,0,1,1,0
candidate_274.pdf,8.240240436813467,4,1,1,0,1,0,1,0,1
candidate_275.pdf,9.206716703042277,5,0,0,1,0,1,1,1,1
candidate_276.pdf,6.935473166939895,3,2,0,0,1,2,1,1,0
candidate_277.pdf,7.894075084316736,4,0,1,0,0,1,1,1,1
candidate_278.pdf,7.244834673777077,4,3,0,0,1,0,1,1,0
candidate_279.pdf,9.603500977939678,5,1,1,1,0,0,1,0,1
candidate_280.pdf,9.520906750411747,4,0,0,1,0,1,1,0,1
candidate_281.pdf,9.375589638986073,4,2,1,1,1,0,1,0,1
candidate_282.pdf,7.8481745549835615,5,1,1,0,1,0,1,1,1
candidate_283.pdf,8.205103602639703,5,0,1,1,0,1,1,1,1
candidate_284.pdf,7.184234732750083,4,4,0,1,0,2,1,0,0
candidate_285.pdf,8.533373653913973,5,1,1,0,1,1,1,0,1
candidate_286.pdf,6.289588966374007,3,2,1,1,0,1,1,0,0
candidate_287.pdf,6.186371080955419,5,2,1,1,0,0,1,1,0
candidate_288.pdf,9.21708453507607,3,3,1,1,0,2,1,0,1
candidate_289.pdf,8.237922986276985,5,3,0,1,0,0,1,0,1
candidate_290.pdf,7.007268100850548,5,0,1,1,1,0,1,1,0
candidate_291.pdf,7.962047035266389,4,4,1,0,1,2,1,0,1
candidate_292.pdf,8.445251017665784,4,1,0,0,0,1,1,1,1
candidate_293.pdf,7.852008413112741,4,1,1,1,1,0,1,1,1
candidate_294.pdf,7.6626990014590115,5,3,0,1,0,1,1,0,1
candidate_295.pdf,6.993185208445508,5,2,1,0,0,0,1,1,0
candidate_296.pdf,7.8231063941062775,5,4,0,0,0,1,1,1,1
candidate_297.pdf,5.146209904877914,3,3,1,0,0,0,1,0,0
candidate_298.pdf,7.638636234408486,4,1,0,1,1,1,1,1,1
candidate_299.pdf,8.809938244048306,4,0,1,0,0,0,1,1,1
candidate_300.pdf,8.801721036859293,4,4,1,1,0,0,1,0,1
candidate_301.pdf,7.401736034551769,5,2,1,1,1,1,1,1,0
candidate_302.pdf,8.995044308083388,5,3,1,1,0,0,1,0,1
candidate_303.pdf,8.0292996827693,4,2,1,1,1,1,1,1,1
candidate_304.pdf,7.710086505367708,5,3,1,1,1,1,1,1,1
candidate_305.pdf,6.832121379834862,4,2,0,0,0,0,1,1,0
candidate_306.pdf,6.060004541137316,5,3,1,0,0,0,1,0,0
candidate_307.pdf,6.830486170534487,4,4,0,0,1,0,1,1,0
candidate_308.pdf,8.68155592052808,4,1,0,1,0,1,1,0,1
candidate_309.pdf,8.552127276131298,5,2,1,0,0,0,1,0,1
candidate_310.pdf,6.152115768444554,3,2,0,1,1,0,1,1,0
candidate_311.pdf,7.425074188262973,5,3,0,0,1,0,1,1,0
candidate_312.pdf,7.156548648283667,5,4,1,1,1,0,1,0,0
candidate_313.pdf,7.177602966259183,3,3,0,0,0,0,1,1,0
candidate_314.pdf,7.995379064081124,4,0,1,1,0,1,1,1,1
candidate_315.pdf,8.944271223477228,4,0,0,1,0,0,1,0,1
candidate_316.pdf,8.243614713984034,4,2,0,1,0,0,1,0,1
candidate_317.pdf,5.738469164023644,4,0,0,1,1,1,1,1,0
candidate_318.pdf,8.719662086162803,5,1,1,0,0,0,1,0,1
candidate_319.pdf,7.984380903509576,5,1,1,1,1,2,1,1,1
candidate_320.pdf,5.892833828641814,3,0,1,1,0,0,1,0,0
candidate_321.pdf,8.437112659436009,3,3,1,0,0,0,1,0,1
candidate_322.pdf,6.422558093185296,5,2,0,1,1,1,1,1,0
candidate_323.pdf,8.164974172548387,3,3,1,1,0,0,1,1,1
candidate_324.pdf,7.082913529963571,5,0,0,1,0,1,1,1,0
candidate_325.pdf,7.761387534889297,4,2,0,0,0,0,1,1,1
candidate_326.pdf,8.696515646497293,5,2,1,0,1,2,1,1,1
candidate_327.pdf,9.183292462775295,5,3,1,1,0,1,1,0,1
candidate_328.pdf,6.105103683227165,5,0,0,0,0,1,1,1,0
candidate_329.pdf,5.37087804363928,5,2,1,0,0,0,1,1,0
candidate_330.pdf,8.022904673989819,5,1,1,1,1,2,1,0,1
candidate_331.pdf,7.911550089007248,5,1,1,1,1,1,1,1,1
candidate_332.pdf,6.861063945515958,5,1,1,1,0,1,1,0,0
candidate_333.pdf,8.35441135001798,5,1,1,0,0,0,1,0,1
candidate_334.pdf,8.484641327811632,5,1,1,0,1,3,1,1,1
candidate_335.pdf,8.26062210865088,4,2,1,0,1,0,1,0,1
candidate_336.pdf,7.439287954431199,4,1,0,1,1,0,1,0,0
candidate_337.pdf,8.671673604908152,5,2,0,1,0,0,1,0,1
candidate_338.pdf,7.656395551827092,5,1,1,0,1,0,1,1,1
candidate_339.pdf,6.929536705687193,5,2,1,0,1,3,1,1,0
candidate_340.pdf,7.046033200556497,5,4,1,1,0,0,1,1,0
candidate_341.pdf,9.198896369987136,5,1,0,1,0,0,1,0,1
candidate_342.pdf,8.068600376763344,5,0,1,1,0,0,1,1,1
candidate_343.pdf,6.669660015918955,5,2,0,1,1,1,1,1,0
candidate_344.pdf,6.836976584400365,5,1,0,1,1,2,1,0,0
candidate_345.pdf,6.536524020762438,5,4,1,1,0,0,1,1,0
candidate_346.pdf,5.2301089819191375,3,2,1,0,0,1,1,0,0
candidate_347.pdf,5.023677367205988,3,4,0,1,1,2,1,0,0
candidate_348.pdf,7.767474234403827,4,1,1,1,1,0,1,0,1
candidate_349.pdf,7.516055469959796,5,4,1,1,0,1,1,1,1
candidate_350.pdf,7.451290607252842,5,4,0,0,1,0,1,1,0
candidate_351.pdf,7.539440756821505,3,3,0,0,0,2,1,0,1
candidate_352.pdf,6.648425525951713,5,0,0,1,1,1,1,1,0
candidate_353.pdf,9.39369380020656,3,1,0,1,0,1,1,1,1
candidate_354.pdf,7.469159679800108,5,1,1,0,0,2,1,0,0
candidate_355.pdf,6.484404809866182,4,0,0,1,1,0,1,1,0
candidate_356.pdf,7.79358387073795,3,2,1,1,1,1,1,0,1
candidate_357.pdf,8.784181085816707,3,4,0,1,0,0,1,0,1
candidate_358.pdf,7.42190488202269,5,3,1,1,0,0,1,1,0
candidate_359.pdf,8.510148846311923,3,0,1,0,1,1,1,1,1
candidate_360.pdf,6.64033981290534,5,0,0,0,0,0,1,0,0
candidate_361.pdf,8.615140212217733,5,1,0,0,0,2,1,1,1
candidate_362.pdf,8.793153347012055,3,0,0,1,0,0,1,1,1
candidate_363.pdf,5.389714942457906,4,2,0,1,1,2,1,1,0
candidate_364.pdf,8.132065303836091,5,3,1,0,1,1,1,0,1
candidate_365.pdf,7.344013528754071,3,0,0,0,1,1,1,1,0
candidate_366.pdf,6.703816515902095,4,1,0,0,0,0,1,1,0
candidate_367.pdf,8.626129086244465,4,0,1,1,1,0,1,0,1
candidate_368.pdf,8.935123299127401,4,2,1,0,1,0,1,1,1
candidate_369.pdf,7.34072900937556,4,3,0,0,1,0,1,1,0
candidate_370.pdf,6.166715539124936,5,1,0,0,0,1,1,1,0
candidate_371.pdf,5.337199007091272,3,3,1,0,0,0,1,0,0
candidate_372.pdf,7.856843034792769,5,1,1,1,0,0,1,1,1
candidate_373.pdf,7.610796365795336,3,0,1,0,1,1,1,0,1
candidate_374.pdf,7.858745252269204,5,1,1,0,0,1,1,1,1
candidate_375.pdf,6.58070248795762,3,3,1,1,1,0,1,0,0
candidate_376.pdf,6.313876808105546,5,3,1,0,0,1,1,1,0
candidate_377.pdf,8.90147174861003,5,4,0,1,1,1,1,1,1
candidate_378.pdf,6.8568998668443735,4,4,1,1,1,0,1,0,0
candidate_379.pdf,7.7737025760995175,3,0,0,1,0,2,1,1,1
candidate_380.pdf,8.818539493051201,5,3,0,1,1,1,1,1,1
candidate_381.pdf,9.178233679644643,3,4,0,1,1,0,1,1,1
candidate_382.pdf,9.376886954156806,5,3,1,1,0,0,1,0,1
candidate_383.pdf,7.877955342254295,5,1,1,1,0,0,1,1,1
candidate_384.pdf,8.46195926727833,3,2,1,0,0,3,1,1,1
candidate_385.pdf,7.134714210693557,5,2,0,0,1,0,1,1,0
candidate_386.pdf,7.822162531302464,5,1,0,1,0,1,1,0,1
